,Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block
968,542,"214642.25 Available,",teamGeo,teamGeo,geo3,2105,0.0
968,542,"?42,928.45?",teamGeo,teamGeo,geo3,2105,0.0
968,542,"After loss (MM-OK,",teamGeo,teamGeo,geo3,2105,0.0
968,542,"MS-DEEP,",teamGeo,teamGeo,geo3,2105,0.0
968,542,"BM-Maybe,",teamGeo,teamGeo,geo3,2105,0.0
968,542,HG-OK)\n,teamGeo,teamGeo,geo3,2105,0.0
969,543,"Sedimentologist: 22,",teamGeo,teamGeo,geo3,2105,0.0
969,543,"12 - OK,",teamGeo,teamGeo,geo3,2105,0.0
969,543,"27296.48 Availabe,",teamGeo,teamGeo,geo3,2105,0.0
969,543,"?10,918.592?",teamGeo,teamGeo,geo3,2105,0.0
969,543,After loss\n,teamGeo,teamGeo,geo3,2105,0.0
970,544,"Sedimentologist: 15,",teamGeo,teamGeo,geo3,2105,0.0
970,544,"36 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
970,544,ALMOST NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
971,545,"Sedimentologist: 12,",teamGeo,teamGeo,geo3,2105,0.0
971,545,"29 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
971,545,NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
972,546,"Sedimentologist: 08,",teamGeo,teamGeo,geo3,2105,0.0
972,546,"40 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
972,546,NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
973,547,"Sedimentologist: 27,",teamGeo,teamGeo,geo3,2105,0.0
973,547,"32 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
973,547,NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
974,548,"Sedimentologist: 27,",teamGeo,teamGeo,geo3,2105,0.0
974,548,"22 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
974,548,NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
975,549,"Sedimentologist: 09,",teamGeo,teamGeo,geo3,2105,0.0
975,549,"34 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
975,549,NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
976,550,"Sedimentologist: 12,",teamGeo,teamGeo,geo3,2105,0.0
976,550,"43 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
976,550,NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
977,551,"Sedimentologist: 26,",teamGeo,teamGeo,geo3,2105,0.0
977,551,"29 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
977,551,NO WATER\n,teamGeo,teamGeo,geo3,2105,0.0
978,552,"Sedimentologist: 16,",teamGeo,teamGeo,geo3,2105,0.0
978,552,"18 - MAYBE,",teamGeo,teamGeo,geo3,2105,0.0
978,552,"50088.71 Available,",teamGeo,teamGeo,geo3,2105,0.0
978,552,"?18,031.93 After loss\n",teamGeo,teamGeo,geo3,2105,0.0
979,553,"Sedimentologist: 31,",teamGeo,teamGeo,geo3,2105,0.0
979,553,"17 - MAYBE,",teamGeo,teamGeo,geo3,2105,0.0
979,553,"47000.81 Available,",teamGeo,teamGeo,geo3,2105,0.0
979,553,"?16,920.2916?",teamGeo,teamGeo,geo3,2105,0.0
979,553,After loss\n,teamGeo,teamGeo,geo3,2105,0.0
980,554,"Sedimentologist: 12,",teamGeo,teamGeo,geo3,2105,0.0
980,554,"35 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
980,554,195655.21 Availabe with 100% water loss\n,teamGeo,teamGeo,geo3,2105,0.0
981,555,"Sedimentologist: 19,",teamGeo,teamGeo,geo3,2105,0.0
981,555,"35 - OK,",teamGeo,teamGeo,geo3,2105,0.0
981,555,"291243.95 Available,",teamGeo,teamGeo,geo3,2105,0.0
981,555,"?46,599.032?",teamGeo,teamGeo,geo3,2105,0.0
981,555,After loss\n,teamGeo,teamGeo,geo3,2105,0.0
982,556,"Structural Geologist: Hello Hello,",teamGeo,teamGeo,geo2,2105,0.0
982,556,17 38 not good very slow recharge\n,teamGeo,teamGeo,geo2,2105,0.0
983,557,"Sedimentologist: 19,",teamGeo,teamGeo,geo3,2105,0.0
983,557,"34 - OK 316011.64 Available,",teamGeo,teamGeo,geo3,2105,0.0
983,557,"?107,443.9576?",teamGeo,teamGeo,geo3,2105,0.0
983,557,After loss\n,teamGeo,teamGeo,geo3,2105,0.0
984,558,"Sedimentologist: 17,",teamGeo,teamGeo,geo3,2105,0.0
984,558,"38 - BAD,",teamGeo,teamGeo,geo3,2105,0.0
984,558,292085.51 Available but 100% water loss\n,teamGeo,teamGeo,geo3,2105,0.0
985,559,"Sedimentologist: 25,",teamGeo,teamGeo,geo3,2105,0.0
985,559,"03 - OK,",teamGeo,teamGeo,geo3,2105,0.0
985,559,"151172.79 Available,",teamGeo,teamGeo,geo3,2105,0.0
985,559,"?25,699.3743?",teamGeo,teamGeo,geo3,2105,0.0
985,559,after loss\n,teamGeo,teamGeo,geo3,2105,0.0
986,560,"Materials Specialist: Brand C,",teamConstr,teamConstr,con3,2105,0.0
986,560,"Drill C,",teamConstr,teamConstr,con3,2105,0.0
986,560,Steel,teamConstr,teamConstr,con3,2105,0.0
987,561,"Drilling Specialist: looking into 19,34",teamConstr,teamConstr,con2,2105,0.0
988,562,"Drilling Specialist: what drill brand,",teamConstr,teamConstr,con2,2105,0.0
988,562,"head,",teamConstr,teamConstr,con2,2105,0.0
988,562,etc?\n,teamConstr,teamConstr,con2,2105,0.0
989,563,Drilling Specialist: drilling method is manual auger ,teamConstr,teamConstr,con2,2105,0.0
990,564,"Sedimentologist: 19,",teamGeo,teamGeo,geo3,2105,0.0
990,564,39***,teamGeo,teamGeo,geo3,2105,0.0
991,565,"Martian Terrain Specialist: 17,",teamvc,teamvc,vc2,2105,0.0
991,565,"38 did not work for the structural geologist  and 19,",teamvc,teamvc,vc2,2105,0.0
991,565,34 doesn't seem to work for the maintenance specialist either,teamvc,teamvc,vc2,2105,0.0
992,566,Sedimentologist: dangit\n,teamGeo,teamGeo,geo3,2105,0.0
993,567,"Sedimentologist: 17,",teamGeo,teamGeo,geo3,2105,0.0
993,567,39********\n,teamGeo,teamGeo,geo3,2105,0.0
994,568,??????!\n,geo1,eng2,eng2,2105,0.0
995,569,"Martian Meteorology Specialist: APOLOGIES,",teamvc,teamvc,vc1,2105,0.0
995,569,"it should be 17,39 !",teamvc,teamvc,vc1,2105,0.0
995,569, And no worries about the delay!,teamvc,teamvc,vc1,2105,0.0
995,569,Glad you all are able to join us!,teamvc,teamvc,vc1,2105,0.0
995,569,:) And understood about the sign off!,teamvc,teamvc,vc1,2105,0.0
995,569,(Sent Moscow Time 15:49),teamvc,teamvc,vc1,2105,0.0
996,570,"17,",con1,geo3,geo3,2105,0.0
996,570,"39 - OK,",con1,geo3,geo3,2105,0.0
996,570,"214642.25 Available,",con1,geo3,geo3,2105,0.0
996,570,"?42,928.45?",con1,geo3,geo3,2105,0.0
996,570,"After loss (MM-OK,",con1,geo3,geo3,2105,0.0
996,570,"MS-DEEP,",con1,geo3,geo3,2105,0.0
996,570,"BM-Maybe,",con1,geo3,geo3,2105,0.0
996,570,HG-OK)\n,con1,geo3,geo3,2105,0.0
997,571,"19,",con1,geo3,geo3,2105,0.0
997,571,"35 - OK,",con1,geo3,geo3,2105,0.0
997,571,"291243.95 Available,",con1,geo3,geo3,2105,0.0
997,571,"?46,599.032?",con1,geo3,geo3,2105,0.0
997,571,After loss,con1,geo3,geo3,2105,0.0
998,572,"Operations Specialist: yes,",teamConstr,teamConstr,con1,2105,0.0
998,572,i need the supplemental information from the materials specialist.,teamConstr,teamConstr,con1,2105,0.0
998,572,"19,",teamConstr,teamConstr,con1,2105,0.0
998,572,"34 works better for us than 17,",teamConstr,teamConstr,con1,2105,0.0
998,572,38,teamConstr,teamConstr,con1,2105,0.0
999,573,Structural Geologist: what about 8 29?,teamGeo,teamGeo,geo2,2105,0.0
1000,574,"19,",con1,geo3,geo3,2105,0.0
1000,574,"34 - OK 316011.64 Available,",con1,geo3,geo3,2105,0.0
1000,574,"?107,443.9576?",con1,geo3,geo3,2105,0.0
1000,574,After loss,con1,geo3,geo3,2105,0.0
1001,575,"Drilling Specialist: brand c,",teamConstr,teamConstr,con2,2105,1.0
1001,575,"drill c,",teamConstr,teamConstr,con2,2105,1.0
1001,575,"steel is for 19,34?",teamConstr,teamConstr,con2,2105,1.0
1001,575,equipment duty?,teamConstr,teamConstr,con2,2105,1.0
1002,576,"25,",con1,geo3,geo3,2105,1.0
1002,576,"03 - OK,",con1,geo3,geo3,2105,1.0
1002,576,"151172.79 Available,",con1,geo3,geo3,2105,1.0
1002,576,"?25,699.3743?",con1,geo3,geo3,2105,1.0
1002,576,after loss,con1,geo3,geo3,2105,1.0
1003,577,"Maintenance Specialist: 19,",teamvc,teamvc,vc3,2105,1.0
1003,577,34 is working for us,teamvc,teamvc,vc3,2105,1.0
1004,578,"Sedimentologist: 25,",teamGeo,teamGeo,geo3,2105,1.0
1004,578,"3 is alright for us,",teamGeo,teamGeo,geo3,2105,1.0
1004,578,but I know you like that real real at or above 200k,teamGeo,teamGeo,geo3,2105,1.0
1005,579,"see 25,3",eng3,eng1,eng1,2105,1.0
1006,580,"Martian Meteorology Specialist: We would like to also suggest (25,3).",teamvc,teamvc,vc1,2105,1.0
1006,580, (Sent 15:53 Moscow Time)\n,teamvc,teamvc,vc1,2105,1.0
1007,581,Sedimentologist: 15:53\n,teamGeo,teamGeo,geo3,2105,1.0
1008,582,"Sedimentologist: Checking 08,",teamGeo,teamGeo,geo3,2105,1.0
1008,582,29 15:53,teamGeo,teamGeo,geo3,2105,1.0
1009,583,"Sedimentologist: 08,",teamGeo,teamGeo,geo3,2105,1.0
1009,583,"29 - BAD,",teamGeo,teamGeo,geo3,2105,1.0
1009,583,there's no water lmao\n,teamGeo,teamGeo,geo3,2105,1.0
1010,584,"08,",con1,geo3,geo3,2105,1.0
1010,584,"29 BAD,",con1,geo3,geo3,2105,1.0
1010,584,there's no water\n,con1,geo3,geo3,2105,1.0
1011,585,"Martian Terrain Specialist: 17,",teamvc,teamvc,vc2,2105,1.0
1011,585,39 is an okay option for us as well,teamvc,teamvc,vc2,2105,1.0
1012,586,"Materials Specialist: 19,34 as per hydrogeologist there is too much contamination there,",teamConstr,teamConstr,con3,2105,1.0
1012,586,"so we agreed on 25,3 which is much better for all of us ",teamConstr,teamConstr,con3,2105,1.0
1013,587,Maintenance Specialist: Do you have a preference?\n,teamvc,teamvc,vc3,2105,1.0
1014,588,Maintenance Specialist: sent 6:55 CST,teamvc,teamvc,vc3,2105,1.0
1015,589,Hydrogeologist: and high level of contamination\n3:55,teamGeo,teamGeo,geo1,2105,1.0
1016,590,"Operations Specialist: what is the equipment duty for 19,",teamConstr,teamConstr,con1,2105,1.0
1016,590,34?,teamConstr,teamConstr,con1,2105,1.0
1016,590,"we are also looking at 17,39 - could i have all the materials information for that point?",teamConstr,teamConstr,con1,2105,1.0
1017,591,"Maintenance Specialist: There is no way that we can completely eliminate contamination with filters and material at 17,",teamvc,teamvc,vc3,2105,1.0
1017,591,39!,teamvc,teamvc,vc3,2105,1.0
1017,591,I do not know if that would work.,teamvc,teamvc,vc3,2105,1.0
1018,592,"Sedimentologist: 19,",teamGeo,teamGeo,geo3,2105,1.0
1018,592,34 - looking mostly phresh for us FYI,teamGeo,teamGeo,geo3,2105,1.0
1019,593,"19,",con1,geo3,geo3,2105,1.0
1019,593,"34 - OK 316011.64 Available,",con1,geo3,geo3,2105,1.0
1019,593,"?107,443.9576?",con1,geo3,geo3,2105,1.0
1019,593,After loss\n,con1,geo3,geo3,2105,1.0
1020,594,This bad boi lookin' extra phresh FYI 15:58,con1,geo3,geo3,2105,1.0
1021,595,"I mean 19,",con1,geo3,geo3,2105,1.0
1021,595,34 15:59,con1,geo3,geo3,2105,1.0
1022,596,"We are exploring 25,",geo3,con1,con1,2105,1.0
1022,596,3,geo3,con1,con1,2105,1.0
1023,597,"17,39 will have lots of murky contaminants.",eng1,eng3,eng3,2105,1.0
1023,597,"We are looking at 25,3 now",eng1,eng3,eng3,2105,1.0
1024,598,Structural Geologist: 15 53?\n,teamGeo,teamGeo,geo2,2105,1.0
1025,599,"Drilling Specialist: 25,3 what is the drill brand,",teamConstr,teamConstr,con2,2105,1.0
1025,599,"head,",teamConstr,teamConstr,con2,2105,1.0
1025,599,"material,",teamConstr,teamConstr,con2,2105,1.0
1025,599,equipment duty,teamConstr,teamConstr,con2,2105,1.0
1026,600,"Sedimentologist: We are in agreement that 17,",teamGeo,teamGeo,geo3,2105,1.0
1026,600,39 is good for our team.,teamGeo,teamGeo,geo3,2105,1.0
1026,600,"Not great,",teamGeo,teamGeo,geo3,2105,1.0
1026,600,not terrible 16:00,teamGeo,teamGeo,geo3,2105,1.0
1027,601,"17,39",eng3,eng1,eng1,2105,1.0
1028,602,"Materials Specialist: Equipment duty for 19,34 is 180",teamConstr,teamConstr,con3,2105,1.0
1029,603,Sedimentologist: Filter H can handle the contamination according to our guy.,teamGeo,teamGeo,geo3,2105,1.0
1029,603,16:01,teamGeo,teamGeo,geo3,2105,1.0
1030,604,"Martian Meteorology Specialist: I prefer 17,39  (sent 16:02 Moscow Time).",teamvc,teamvc,vc1,2105,1.0
1030,604, All of us here are in agree that could work.,teamvc,teamvc,vc1,2105,1.0
1030,604,Biochemical Engineer here says that Filter H can clean up to 85% of water in that area.,teamvc,teamvc,vc1,2105,1.0
1030,604,,teamvc,teamvc,vc1,2105,1.0
1031,605,"We are in agreement here that  17,",con1,geo3,geo3,2105,1.0
1031,605,39 lookin' aight for everyone on our end and Filter H can handle the contamination if need be,con1,geo3,geo3,2105,1.0
1032,606,"Aight,",con1,geo3,geo3,2105,1.0
1032,606,fair enough re;,con1,geo3,geo3,2105,1.0
1032,606,"25,",con1,geo3,geo3,2105,1.0
1032,606,3.,con1,geo3,geo3,2105,1.0
1032,606,We're on standby,con1,geo3,geo3,2105,1.0
1033,607,"Maintenance Specialist: We are trying 25,",teamvc,teamvc,vc3,2105,1.0
1033,607,"3,",teamvc,teamvc,vc3,2105,1.0
1033,607,seems to be pretty good for us,teamvc,teamvc,vc3,2105,1.0
1034,608,"Sedimentologist: Sorry,",teamGeo,teamGeo,geo3,2105,1.0
1034,608,15:53 is the moscow time,teamGeo,teamGeo,geo3,2105,1.0
1035,609,"LMAO okay we can't do 19,",geo3,con1,con1,2105,1.0
1035,609,34 because there is too much contamination 7:03,geo3,con1,con1,2105,1.0
1036,610,Hey Engineering Team -- What percentage of water cleaniness would be acceptable and able to live on?,eng3,vc1,vc1,2105,1.0
1036,610,(sent 16:03 Moscow Time)  Would getting the water 85% clean work or not?,eng3,vc1,vc1,2105,1.0
1036,610,\n,eng3,vc1,vc1,2105,1.0
1037,611,"19,34 is the best option for us right now",eng1,eng3,eng3,2105,1.0
1038,612,"Martian Meteorology Specialist: What did you all think about (25,3) ?",teamvc,teamvc,vc1,2105,1.0
1038,612,"This one is great,",teamvc,teamvc,vc1,2105,1.0
1038,612,"too,",teamvc,teamvc,vc1,2105,1.0
1038,612,and we all agree that it's a do-able spot (sent 16:05 Moscow Time),teamvc,teamvc,vc1,2105,1.0
1039,613,"Structural Geologist: yes 17 39 works as well,",teamGeo,teamGeo,geo2,2105,1.0
1039,613,but with very slow recharge rate,teamGeo,teamGeo,geo2,2105,1.0
1040,614,"Materials Specialist: for 25,3 ..",teamConstr,teamConstr,con3,2105,1.0
1040,614,"Brand B,",teamConstr,teamConstr,con3,2105,1.0
1040,614,"Head B,",teamConstr,teamConstr,con3,2105,1.0
1040,614,Material Steel and Duty 150,teamConstr,teamConstr,con3,2105,1.0
1041,615,"25,3 maybe ",eng3,eng1,eng1,2105,1.0
1042,616,Sedimentologist: @AlphaStructuralGeologist - what's poppin'?,teamGeo,teamGeo,geo3,2105,1.0
1042,616,Y'all got some news?,teamGeo,teamGeo,geo3,2105,1.0
1042,616,16:07,teamGeo,teamGeo,geo3,2105,1.0
1043,617,"25,3",eng2,eng1,eng1,2105,1.0
1044,618,"Martian Terrain Specialist: 17,",teamvc,teamvc,vc2,2105,1.0
1044,618,39 works for us on this end (7:09 CST),teamvc,teamvc,vc2,2105,1.0
1045,619,"Sedimentologist: 17,",teamGeo,teamGeo,geo3,2105,1.0
1045,619,"39 - Aight,",teamGeo,teamGeo,geo3,2105,1.0
1045,619,it's a slow boi but we take what we can get.,teamGeo,teamGeo,geo3,2105,1.0
1045,619,We can take that on our side.,teamGeo,teamGeo,geo3,2105,1.0
1045,619,Give a confirm when you can.,teamGeo,teamGeo,geo3,2105,1.0
1046,620,"17,",con1,geo3,geo3,2105,1.0
1046,620,39 is aight.,con1,geo3,geo3,2105,1.0
1046,620,It's not the chonkiest water boi but he'll do for our colonists according to our assessment on this side.,con1,geo3,geo3,2105,1.0
1047,621,"Materials Specialist: Drilling specialist,",teamConstr,teamConstr,con3,2105,1.0
1047,621,what the drilling method?,teamConstr,teamConstr,con3,2105,1.0
1048,622,"Maintenance Specialist: 17,",teamvc,teamvc,vc3,2105,1.0
1048,622,"39 > 25,",teamvc,teamvc,vc3,2105,1.0
1048,622,"3 > 19,",teamvc,teamvc,vc3,2105,1.0
1048,622,34 I think is our preference right now (7:10 cst).,teamvc,teamvc,vc3,2105,1.0
1049,623,Sedimentologist: sTURSRU,teamGeo,teamGeo,geo3,2105,2.0
1050,624,"Sedimentologist: Sorry,",teamGeo,teamGeo,geo3,2105,2.0
1050,624,structural geologist*,teamGeo,teamGeo,geo3,2105,2.0
1051,625,Structural Geologist: i think we're going with 17 39 sounds good?,teamGeo,teamGeo,geo2,2105,2.0
1052,626,"We would prefer a higher cleanliness if possible,",vc1,eng3,eng3,2105,2.0
1052,626,but we can work with 85% if necessary\n,vc1,eng3,eng3,2105,2.0
1053,627,Sedimentologist: Do you put the coordinates in?,teamGeo,teamGeo,geo3,2105,2.0
1053,627,We're ready to party,teamGeo,teamGeo,geo3,2105,2.0
1054,628,Drilling Specialist: manual auger,teamConstr,teamConstr,con2,2105,2.0
1055,629,"For the MAG,",eng1,eng2,eng2,2105,2.0
1055,629,"the best coordinate is 17,39 the second best is 25,3 and the third best is 19,34",eng1,eng2,eng2,2105,2.0
1056,630,"Martian Terrain Specialist: 25,",teamvc,teamvc,vc2,2105,2.0
1056,630,"3 is not a great option for our structural geologist how do you all feel about 17,",teamvc,teamvc,vc2,2105,2.0
1056,630,39?,teamvc,teamvc,vc2,2105,2.0
1057,631,"Materials Specialist: 17,39 ..",teamConstr,teamConstr,con3,2105,2.0
1057,631,"Brand A,",teamConstr,teamConstr,con3,2105,2.0
1057,631,"Head A,",teamConstr,teamConstr,con3,2105,2.0
1057,631,Material Titanium and Equipment duty 200 ...,teamConstr,teamConstr,con3,2105,2.0
1057,631,what's the drilling method?,teamConstr,teamConstr,con3,2105,2.0
1058,632,"We out here ready to part @ 17,",con1,geo3,geo3,2105,2.0
1058,632,39 if y'all can smash them coords into the box for us,con1,geo3,geo3,2105,2.0
1059,633,Martian Terrain Specialist: Also please let the sedimentologist know we are loving their messages,teamvc,teamvc,vc2,2105,2.0
1060,634,im dead.,geo3,con1,con1,2105,2.0
1060,634,"i think our best options are 19,34 and 25,3 - what are y'all's preferences?",geo3,con1,con1,2105,2.0
1060,634,7:16,geo3,con1,con1,2105,2.0
1061,635,"Sedimentologist: Yeah man,",teamGeo,teamGeo,geo3,2105,2.0
1061,635,we're literally smashing that LIKE as hard as we can now.,teamGeo,teamGeo,geo3,2105,2.0
1061,635,16:16,teamGeo,teamGeo,geo3,2105,2.0
1062,636,"Like button SMASH on 17,",con1,geo3,geo3,2105,2.0
1062,636,39 16:17,con1,geo3,geo3,2105,2.0
1063,637,Sedimentologist: Who throws them coords in?,teamGeo,teamGeo,geo3,2105,2.0
1063,637,Let's get to rollin'.,teamGeo,teamGeo,geo3,2105,2.0
1063,637,I'm ready for this water to FLOW,teamGeo,teamGeo,geo3,2105,2.0
1064,638,"Martian Meteorology Specialist: So we like and all agree on (17,39)!",teamvc,teamvc,vc1,2105,2.0
1064,638,Sweet!,teamvc,teamvc,vc1,2105,2.0
1064,638,Let's go with that.,teamvc,teamvc,vc1,2105,2.0
1064,638," My values for Meteorologist decisions would be: hygiene = 6,",teamvc,teamvc,vc1,2105,2.0
1064,638,"usability = 4,",teamvc,teamvc,vc1,2105,2.0
1064,638,"maintenance = 1,",teamvc,teamvc,vc1,2105,2.0
1064,638,fundraising = 10 .,teamvc,teamvc,vc1,2105,2.0
1064,638, Feel free to let the others know that we'd be okay to sign off on that!,teamvc,teamvc,vc1,2105,2.0
1064,638, (sent 16:18 Moscow Time),teamvc,teamvc,vc1,2105,2.0
1065,639,"Martian Terrain Specialist: What are your training decisions for 17,",teamvc,teamvc,vc2,2105,2.0
1065,639,39 (07:18 CST)?,teamvc,teamvc,vc2,2105,2.0
1066,640,"Drilling Specialist: 17,39 manual auger",teamConstr,teamConstr,con2,2105,2.0
1067,641,"17,39 would work best for us",eng1,eng3,eng3,2105,2.0
1068,642,"for filters we are using A,",eng1,vc3,vc3,2105,2.0
1068,642,"D,",eng1,vc3,vc3,2105,2.0
1068,642,"and H,",eng1,vc3,vc3,2105,2.0
1068,642,does this work for you?,eng1,vc3,vc3,2105,2.0
1068,642,(7:20 CST),eng1,vc3,vc3,2105,2.0
1069,643,Martian Meteorology Specialist: What is are the Maintenance values you would put in @MaintenanceSpecialist ?,teamvc,teamvc,vc1,2105,2.0
1069,643,(sent 16:20 Moscow Time),teamvc,teamvc,vc1,2105,2.0
1070,644,"Y'all aren't settled on 17,",con1,geo3,geo3,2105,2.0
1070,644,39?,con1,geo3,geo3,2105,2.0
1070,644,Hit up structural geo pls if you're across the table.,con1,geo3,geo3,2105,2.0
1070,644,They said the game was lock tight,con1,geo3,geo3,2105,2.0
1071,645,Materials Specialist: manual auger is not the best option for Brand B and Head B,teamConstr,teamConstr,con3,2105,2.0
1072,646,oh hell yeah we're with you 7:22,geo3,con1,con1,2105,2.0
1073,647,"Maintenance Specialist: Okay,",teamvc,teamvc,vc3,2105,2.0
1073,647,"can you let your team know our filters are A,",teamvc,teamvc,vc3,2105,2.0
1073,647,"D,",teamvc,teamvc,vc3,2105,2.0
1073,647,and H respectively\n,teamvc,teamvc,vc3,2105,2.0
1074,648,I think someone's gotta put them coords into the box for Map Cell.,con1,geo3,geo3,2105,2.0
1074,648,Holla atcha boi,con1,geo3,geo3,2105,2.0
1075,649,Maintenance Specialist: Does that work for you?,teamvc,teamvc,vc3,2105,2.0
1076,650,smash Suhmash SUHHMASSHH,con1,geo3,geo3,2105,2.0
1077,651,We are signing off now,eng1,eng3,eng3,2105,2.0
1078,652,Martian Terrain Specialist: OK we will sign off now (07:23 CST),teamvc,teamvc,vc2,2105,2.0
1079,653,"Maintenance Specialist: We are signing off right now,",teamvc,teamvc,vc3,2105,2.0
1079,653,(we have 1 minute left),teamvc,teamvc,vc3,2105,2.0
1080,654,Materials Specialist: Drilling Specialist: manual auger does not work with equipment duty 200 !!!,teamConstr,teamConstr,con3,2105,2.0
1081,655,"17,39 60% lost\n25,3   69%\n19,3  60%",eng2,eng1,eng1,2105,2.0
1082,656,Structural Geologist: i cant seem to be able to\nc,teamGeo,teamGeo,geo2,2105,2.0
1083,657,Structural Geologist: can someone put in 17 39,teamGeo,teamGeo,geo2,2105,2.0
1084,658,"Drilling Specialist: we're doing 17,39 ",teamConstr,teamConstr,con2,2105,2.0
1085,659,Real talk smash mission time.,con1,geo3,geo3,2105,2.0
1085,659,We out here.,con1,geo3,geo3,2105,2.0
1086,660,Gotta get that map cell changed though.,con1,geo3,geo3,2105,2.0
1086,660,Is that the structural geologist that does that?,con1,geo3,geo3,2105,2.0
1087,661,"Sedimentologist: Struct geo,",teamGeo,teamGeo,geo3,2105,2.0
1087,661,are you the one that puts in the coordinates or naw?,teamGeo,teamGeo,geo3,2105,2.0
1087,661,We're about that life.,teamGeo,teamGeo,geo3,2105,2.0
1088,662,"Martian Meteorology Specialist: What about your pump wattage,",teamvc,teamvc,vc1,2105,2.0
1088,662,"torque,",teamvc,teamvc,vc1,2105,2.0
1088,662,"repair frequency,",teamvc,teamvc,vc1,2105,2.0
1088,662,"pipe material,",teamvc,teamvc,vc1,2105,2.0
1088,662,and pipe width?,teamvc,teamvc,vc1,2105,2.0
1088,662,(sent 16:26 Moscow Time)\n,teamvc,teamvc,vc1,2105,2.0
1089,663,Martian Meteorology Specialist: Ah ok cool!,teamvc,teamvc,vc1,2105,2.0
1089,663,Sounds good!,teamvc,teamvc,vc1,2105,2.0
1089,663,Great working with you all!\n (16:27),teamvc,teamvc,vc1,2105,2.0
1090,664,Materials Specialist: any updates?,teamConstr,teamConstr,con3,2105,2.0
1091,665,Sedimentologist: Who ended up putting it in?,teamGeo,teamGeo,geo3,2105,2.0
1091,665,This prob won't make it in time but aight 16:29,teamGeo,teamGeo,geo3,2105,2.0
