,content,recipient,sender,sentOnBehalfOf,session,block
542,"Sedimentologist: 17, 39 - OK, 214642.25 Available, ?42,928.45? After loss (MM-OK, MS-DEEP, BM-Maybe, HG-OK)\n",teamGeo,teamGeo,geo3,2105,0
543,"Sedimentologist: 22, 12 - OK, 27296.48 Availabe, ?10,918.592? After loss\n",teamGeo,teamGeo,geo3,2105,0
544,"Sedimentologist: 15, 36 - BAD, ALMOST NO WATER\n",teamGeo,teamGeo,geo3,2105,0
545,"Sedimentologist: 12, 29 - BAD, NO WATER\n",teamGeo,teamGeo,geo3,2105,0
546,"Sedimentologist: 08, 40 - BAD, NO WATER\n",teamGeo,teamGeo,geo3,2105,0
547,"Sedimentologist: 27, 32 - BAD, NO WATER\n",teamGeo,teamGeo,geo3,2105,0
548,"Sedimentologist: 27, 22 - BAD, NO WATER\n",teamGeo,teamGeo,geo3,2105,0
549,"Sedimentologist: 09, 34 - BAD, NO WATER\n",teamGeo,teamGeo,geo3,2105,0
550,"Sedimentologist: 12, 43 - BAD, NO WATER\n",teamGeo,teamGeo,geo3,2105,0
551,"Sedimentologist: 26, 29 - BAD, NO WATER\n",teamGeo,teamGeo,geo3,2105,0
552,"Sedimentologist: 16, 18 - MAYBE, 50088.71 Available, ?18,031.93 After loss\n",teamGeo,teamGeo,geo3,2105,0
553,"Sedimentologist: 31, 17 - MAYBE, 47000.81 Available, ?16,920.2916? After loss\n",teamGeo,teamGeo,geo3,2105,0
554,"Sedimentologist: 12, 35 - BAD, 195655.21 Availabe with 100% water loss\n",teamGeo,teamGeo,geo3,2105,0
555,"Sedimentologist: 19, 35 - OK, 291243.95 Available, ?46,599.032? After loss\n",teamGeo,teamGeo,geo3,2105,0
556,"Structural Geologist: Hello Hello, 17 38 not good very slow recharge\n",teamGeo,teamGeo,geo2,2105,0
557,"Sedimentologist: 19, 34 - OK 316011.64 Available, ?107,443.9576? After loss\n",teamGeo,teamGeo,geo3,2105,0
558,"Sedimentologist: 17, 38 - BAD, 292085.51 Available but 100% water loss\n",teamGeo,teamGeo,geo3,2105,0
559,"Sedimentologist: 25, 03 - OK, 151172.79 Available, ?25,699.3743? after loss\n",teamGeo,teamGeo,geo3,2105,0
560,"Materials Specialist: Brand C, Drill C, Steel",teamConstr,teamConstr,con3,2105,0
561,"Drilling Specialist: looking into 19,34",teamConstr,teamConstr,con2,2105,0
562,"Drilling Specialist: what drill brand, head, etc?\n",teamConstr,teamConstr,con2,2105,0
563,Drilling Specialist: drilling method is manual auger ,teamConstr,teamConstr,con2,2105,0
564,"Sedimentologist: 19, 39***",teamGeo,teamGeo,geo3,2105,0
565,"Martian Terrain Specialist: 17, 38 did not work for the structural geologist  and 19, 34 doesn't seem to work for the maintenance specialist either",teamvc,teamvc,vc2,2105,0
566,Sedimentologist: dangit\n,teamGeo,teamGeo,geo3,2105,0
567,"Sedimentologist: 17, 39********\n",teamGeo,teamGeo,geo3,2105,0
568,??????!\n,geo1,eng2,eng2,2105,0
569,"Martian Meteorology Specialist: APOLOGIES, it should be 17,39 !  And no worries about the delay! Glad you all are able to join us! :) And understood about the sign off! (Sent Moscow Time 15:49)",teamvc,teamvc,vc1,2105,0
570,"17, 39 - OK, 214642.25 Available, ?42,928.45? After loss (MM-OK, MS-DEEP, BM-Maybe, HG-OK)\n",con1,geo3,geo3,2105,0
571,"19, 35 - OK, 291243.95 Available, ?46,599.032? After loss",con1,geo3,geo3,2105,0
572,"Operations Specialist: yes, i need the supplemental information from the materials specialist. 19, 34 works better for us than 17, 38",teamConstr,teamConstr,con1,2105,0
573,Structural Geologist: what about 8 29?,teamGeo,teamGeo,geo2,2105,0
574,"19, 34 - OK 316011.64 Available, ?107,443.9576? After loss",con1,geo3,geo3,2105,0
575,"Drilling Specialist: brand c, drill c, steel is for 19,34? equipment duty?",teamConstr,teamConstr,con2,2105,1
576,"25, 03 - OK, 151172.79 Available, ?25,699.3743? after loss",con1,geo3,geo3,2105,1
577,"Maintenance Specialist: 19, 34 is working for us",teamvc,teamvc,vc3,2105,1
578,"Sedimentologist: 25, 3 is alright for us, but I know you like that real real at or above 200k",teamGeo,teamGeo,geo3,2105,1
579,"see 25,3",eng3,eng1,eng1,2105,1
580,"Martian Meteorology Specialist: We would like to also suggest (25,3).  (Sent 15:53 Moscow Time)\n",teamvc,teamvc,vc1,2105,1
581,Sedimentologist: 15:53\n,teamGeo,teamGeo,geo3,2105,1
582,"Sedimentologist: Checking 08, 29 15:53",teamGeo,teamGeo,geo3,2105,1
583,"Sedimentologist: 08, 29 - BAD, there's no water lmao\n",teamGeo,teamGeo,geo3,2105,1
584,"08, 29 BAD, there's no water\n",con1,geo3,geo3,2105,1
585,"Martian Terrain Specialist: 17, 39 is an okay option for us as well",teamvc,teamvc,vc2,2105,1
586,"Materials Specialist: 19,34 as per hydrogeologist there is too much contamination there, so we agreed on 25,3 which is much better for all of us ",teamConstr,teamConstr,con3,2105,1
587,Maintenance Specialist: Do you have a preference?\n,teamvc,teamvc,vc3,2105,1
588,Maintenance Specialist: sent 6:55 CST,teamvc,teamvc,vc3,2105,1
589,Hydrogeologist: and high level of contamination\n3:55,teamGeo,teamGeo,geo1,2105,1
590,"Operations Specialist: what is the equipment duty for 19, 34? we are also looking at 17,39 - could i have all the materials information for that point?",teamConstr,teamConstr,con1,2105,1
591,"Maintenance Specialist: There is no way that we can completely eliminate contamination with filters and material at 17, 39! I do not know if that would work.",teamvc,teamvc,vc3,2105,1
592,"Sedimentologist: 19, 34 - looking mostly phresh for us FYI",teamGeo,teamGeo,geo3,2105,1
593,"19, 34 - OK 316011.64 Available, ?107,443.9576? After loss\n",con1,geo3,geo3,2105,1
594,This bad boi lookin' extra phresh FYI 15:58,con1,geo3,geo3,2105,1
595,"I mean 19, 34 15:59",con1,geo3,geo3,2105,1
596,"We are exploring 25, 3",geo3,con1,con1,2105,1
597,"17,39 will have lots of murky contaminants. We are looking at 25,3 now",eng1,eng3,eng3,2105,1
598,Structural Geologist: 15 53?\n,teamGeo,teamGeo,geo2,2105,1
599,"Drilling Specialist: 25,3 what is the drill brand, head, material, equipment duty",teamConstr,teamConstr,con2,2105,1
600,"Sedimentologist: We are in agreement that 17, 39 is good for our team. Not great, not terrible 16:00",teamGeo,teamGeo,geo3,2105,1
601,"17,39",eng3,eng1,eng1,2105,1
602,"Materials Specialist: Equipment duty for 19,34 is 180",teamConstr,teamConstr,con3,2105,1
603,Sedimentologist: Filter H can handle the contamination according to our guy. 16:01,teamGeo,teamGeo,geo3,2105,1
604,"Martian Meteorology Specialist: I prefer 17,39  (sent 16:02 Moscow Time).  All of us here are in agree that could work. Biochemical Engineer here says that Filter H can clean up to 85% of water in that area. ",teamvc,teamvc,vc1,2105,1
605,"We are in agreement here that  17, 39 lookin' aight for everyone on our end and Filter H can handle the contamination if need be",con1,geo3,geo3,2105,1
606,"Aight, fair enough re; 25, 3. We're on standby",con1,geo3,geo3,2105,1
607,"Maintenance Specialist: We are trying 25, 3, seems to be pretty good for us",teamvc,teamvc,vc3,2105,1
608,"Sedimentologist: Sorry, 15:53 is the moscow time",teamGeo,teamGeo,geo3,2105,1
609,"LMAO okay we can't do 19, 34 because there is too much contamination 7:03",geo3,con1,con1,2105,1
610,Hey Engineering Team -- What percentage of water cleaniness would be acceptable and able to live on? (sent 16:03 Moscow Time)  Would getting the water 85% clean work or not? \n,eng3,vc1,vc1,2105,1
611,"19,34 is the best option for us right now",eng1,eng3,eng3,2105,1
612,"Martian Meteorology Specialist: What did you all think about (25,3) ? This one is great, too, and we all agree that it's a do-able spot (sent 16:05 Moscow Time)",teamvc,teamvc,vc1,2105,1
613,"Structural Geologist: yes 17 39 works as well, but with very slow recharge rate",teamGeo,teamGeo,geo2,2105,1
614,"Materials Specialist: for 25,3 .. Brand B, Head B, Material Steel and Duty 150",teamConstr,teamConstr,con3,2105,1
615,"25,3 maybe ",eng3,eng1,eng1,2105,1
616,Sedimentologist: @AlphaStructuralGeologist - what's poppin'? Y'all got some news? 16:07,teamGeo,teamGeo,geo3,2105,1
617,"25,3",eng2,eng1,eng1,2105,1
618,"Martian Terrain Specialist: 17, 39 works for us on this end (7:09 CST)",teamvc,teamvc,vc2,2105,1
619,"Sedimentologist: 17, 39 - Aight, it's a slow boi but we take what we can get. We can take that on our side. Give a confirm when you can.",teamGeo,teamGeo,geo3,2105,1
620,"17, 39 is aight. It's not the chonkiest water boi but he'll do for our colonists according to our assessment on this side.",con1,geo3,geo3,2105,1
621,"Materials Specialist: Drilling specialist, what the drilling method?",teamConstr,teamConstr,con3,2105,1
622,"Maintenance Specialist: 17, 39 > 25, 3 > 19, 34 I think is our preference right now (7:10 cst).",teamvc,teamvc,vc3,2105,1
623,Sedimentologist: sTURSRU,teamGeo,teamGeo,geo3,2105,2
624,"Sedimentologist: Sorry, structural geologist*",teamGeo,teamGeo,geo3,2105,2
625,Structural Geologist: i think we're going with 17 39 sounds good?,teamGeo,teamGeo,geo2,2105,2
626,"We would prefer a higher cleanliness if possible, but we can work with 85% if necessary\n",vc1,eng3,eng3,2105,2
627,Sedimentologist: Do you put the coordinates in? We're ready to party,teamGeo,teamGeo,geo3,2105,2
628,Drilling Specialist: manual auger,teamConstr,teamConstr,con2,2105,2
629,"For the MAG, the best coordinate is 17,39 the second best is 25,3 and the third best is 19,34",eng1,eng2,eng2,2105,2
630,"Martian Terrain Specialist: 25, 3 is not a great option for our structural geologist how do you all feel about 17, 39?",teamvc,teamvc,vc2,2105,2
631,"Materials Specialist: 17,39 .. Brand A, Head A, Material Titanium and Equipment duty 200 ... what's the drilling method?",teamConstr,teamConstr,con3,2105,2
632,"We out here ready to part @ 17, 39 if y'all can smash them coords into the box for us",con1,geo3,geo3,2105,2
633,Martian Terrain Specialist: Also please let the sedimentologist know we are loving their messages,teamvc,teamvc,vc2,2105,2
634,"im dead. i think our best options are 19,34 and 25,3 - what are y'all's preferences? 7:16",geo3,con1,con1,2105,2
635,"Sedimentologist: Yeah man, we're literally smashing that LIKE as hard as we can now. 16:16",teamGeo,teamGeo,geo3,2105,2
636,"Like button SMASH on 17, 39 16:17",con1,geo3,geo3,2105,2
637,Sedimentologist: Who throws them coords in? Let's get to rollin'. I'm ready for this water to FLOW,teamGeo,teamGeo,geo3,2105,2
638,"Martian Meteorology Specialist: So we like and all agree on (17,39)! Sweet! Let's go with that.  My values for Meteorologist decisions would be: hygiene = 6, usability = 4, maintenance = 1, fundraising = 10 .  Feel free to let the others know that we'd be okay to sign off on that!  (sent 16:18 Moscow Time)",teamvc,teamvc,vc1,2105,2
639,"Martian Terrain Specialist: What are your training decisions for 17, 39 (07:18 CST)?",teamvc,teamvc,vc2,2105,2
640,"Drilling Specialist: 17,39 manual auger",teamConstr,teamConstr,con2,2105,2
641,"17,39 would work best for us",eng1,eng3,eng3,2105,2
642,"for filters we are using A, D, and H, does this work for you? (7:20 CST)",eng1,vc3,vc3,2105,2
643,Martian Meteorology Specialist: What is are the Maintenance values you would put in @MaintenanceSpecialist ? (sent 16:20 Moscow Time),teamvc,teamvc,vc1,2105,2
644,"Y'all aren't settled on 17, 39? Hit up structural geo pls if you're across the table. They said the game was lock tight",con1,geo3,geo3,2105,2
645,Materials Specialist: manual auger is not the best option for Brand B and Head B,teamConstr,teamConstr,con3,2105,2
646,oh hell yeah we're with you 7:22,geo3,con1,con1,2105,2
647,"Maintenance Specialist: Okay, can you let your team know our filters are A, D, and H respectively\n",teamvc,teamvc,vc3,2105,2
648,I think someone's gotta put them coords into the box for Map Cell. Holla atcha boi,con1,geo3,geo3,2105,2
649,Maintenance Specialist: Does that work for you?,teamvc,teamvc,vc3,2105,2
650,smash Suhmash SUHHMASSHH,con1,geo3,geo3,2105,2
651,We are signing off now,eng1,eng3,eng3,2105,2
652,Martian Terrain Specialist: OK we will sign off now (07:23 CST),teamvc,teamvc,vc2,2105,2
653,"Maintenance Specialist: We are signing off right now, (we have 1 minute left)",teamvc,teamvc,vc3,2105,2
654,Materials Specialist: Drilling Specialist: manual auger does not work with equipment duty 200 !!!,teamConstr,teamConstr,con3,2105,2
655,"17,39 60% lost\n25,3   69%\n19,3  60%",eng2,eng1,eng1,2105,2
656,Structural Geologist: i cant seem to be able to\nc,teamGeo,teamGeo,geo2,2105,2
657,Structural Geologist: can someone put in 17 39,teamGeo,teamGeo,geo2,2105,2
658,"Drilling Specialist: we're doing 17,39 ",teamConstr,teamConstr,con2,2105,2
659,Real talk smash mission time. We out here.,con1,geo3,geo3,2105,2
660,Gotta get that map cell changed though. Is that the structural geologist that does that?,con1,geo3,geo3,2105,2
661,"Sedimentologist: Struct geo, are you the one that puts in the coordinates or naw? We're about that life.",teamGeo,teamGeo,geo3,2105,2
662,"Martian Meteorology Specialist: What about your pump wattage, torque, repair frequency, pipe material, and pipe width? (sent 16:26 Moscow Time)\n",teamvc,teamvc,vc1,2105,2
663,Martian Meteorology Specialist: Ah ok cool! Sounds good! Great working with you all!\n (16:27),teamvc,teamvc,vc1,2105,2
664,Materials Specialist: any updates?,teamConstr,teamConstr,con3,2105,2
665,Sedimentologist: Who ended up putting it in? This prob won't make it in time but aight 16:29,teamGeo,teamGeo,geo3,2105,2
666,catch me colonizing marz 2025,geo3,con1,con1,2105,2
667,"Sedimentologist: Hey, as always, it was real af",teamGeo,teamGeo,geo3,2105,2
668,just in a silly goofy mood :P,geo3,con1,con1,2105,2
669,Sedimentologist: af = and fun*,teamGeo,teamGeo,geo3,2105,2
670,Martian Terrain Specialist: FIRST SUCCESSFUL PROJECT RED WOOT WOOT,teamvc,teamvc,vc2,2105,2
671,lmao we are literally out here,con1,geo3,geo3,2105,2
672,"mars gonna catch these hands, 2025",con1,geo3,geo3,2105,2
673,"Sedimentologist: 15:20 Comms check, comms check, comms check. It is (not) Wednesday my dudes. It is a balmy -7 degrees Celsius here in Moscow, Russia, but that doesn't really mean much to us as we are in a space capsule. Give us that thumbs up somehow when you receive this message! All of us here are looking forward to getting down to business with y'all today.",teamGeo,teamGeo,geo3,2106,0
674,"15:20 Comms check, comms check, comms check. It is (not) Wednesday my dudes. It is a balmy -7 degrees Celsius here in Moscow, Russia, but that doesn't really mean much to us as we are in a space capsule. Give us that thumbs up somehow when you receive this message! All of us here are looking forward to getting down to business with y'all today.",con1,geo3,geo3,2106,0
675,Test,geo1,vc1,vc1,2106,0
676,Martian Meteorology Specialist: Hello team! The Moscow contingent is here and ready to go. ,teamvc,teamvc,vc1,2106,0
677,Martian Meteorology Specialist: Hello! The Moscow contingent is here and ready to go.,teamConstr,teamvc,vc1,2106,0
678,Martian Meteorology Specialist: Hello! The Moscow contingent is here and ready to go.\n,teamEng,teamvc,vc1,2106,0
679,Martian Meteorology Specialist: Hello! The Moscow contingent is here and ready to go.,teamGeo,teamvc,vc1,2106,0
680,"07, 11 - OK, 221352.1 Available, ?115,103.092? After loss\n",con1,geo3,geo3,2106,0
681,15:30,con1,geo3,geo3,2106,0
682,"Sedimentologist: 15:30 (07, 11) - OK, 221352.1 Available, ?115,103.092? After loss",teamGeo,teamGeo,geo3,2106,0
683,Pi pi Pu Pu\n,vc1,geo1,geo1,2106,0
684,"Sedimentologist: 15:53 (10, 30) - OK, 104140 Available, ?60,401.2? After loss",teamGeo,teamGeo,geo3,2106,0
685,"15:33: (10, 30) - OK, 104140 Available, ?60,401.2? After loss",con1,geo3,geo3,2106,0
686,"Sedimentologist: Sorry, 15:33********\n",teamGeo,teamGeo,geo3,2106,0
687,Sedimentologist: O'DOYLE RULES,teamGeo,teamGeo,geo3,2106,0
688,"Sedimentologist: 15:40 (07, 11) is really our primary. (10, 30) is our backup.",teamGeo,teamGeo,geo3,2106,0
689,"15:40 (07, 11) is really our primary. (10, 30) is our backup.",con1,geo3,geo3,2106,0
690,"Martian Meteorology Specialist: We like points (7,11) and (10,30).  What do you think?",teamGeo,teamvc,vc1,2106,0
691,"Martian Meteorology Specialist: We like points (7,11) and (10,30).  What do you think?",teamConstr,teamvc,vc1,2106,0
692,"Martian Meteorology Specialist: We like points (7,11) and (10,30).  What do you think?",teamEng,teamvc,vc1,2106,0
693,"Hi! We 7,11",eng2,eng1,eng1,2106,0
694,"Hi! We 7,11",eng3,eng1,eng1,2106,0
695,"Biochemical Engineer: Hi! We 7,11",teamEng,teamEng,eng1,2106,0
696,got em.\n,geo1,vc1,vc1,2106,0
697,Materials Specialist: Hello everyone ,teamConstr,teamConstr,con3,2106,0
698,"Fluid Engineer: hi, we are all here we are just waiting on our structural geologist\n",teamvc,teamEng,eng3,2106,0
699,Martian Terrain Specialist: We're here! Just awaiting instruction from our structural geologist.,teamvc,teamvc,vc2,2106,0
700,Fluid Engineer: ok we are starting now,teamvc,teamEng,eng3,2106,0
701,Structural Geologist: hello I am here now! good morning from texas!,teamGeo,teamGeo,geo2,2106,0
702,Structural Geologist: 6:44 am,teamGeo,teamGeo,geo2,2106,0
703,Operations Specialist: Hello! we are taking a look at them now\n,teamvc,teamConstr,con1,2106,0
704,Drilling Specialist: hello,teamConstr,teamConstr,con2,2106,0
705,Operations Specialist: hello\n,teamConstr,teamConstr,con1,2106,0
706,"Martian Meteorology Specialist: We like points (7,11) and (10,30).  What do you think?\n",teamvc,teamvc,vc1,2106,0
707,Both spots are pretty bad for construction suitability,geo3,con1,con1,2106,0
708,Hydrogeologist: Hello!)\n,teamGeo,teamGeo,geo1,2106,0
709,Sedimentologist: 15:47 here let's get this bread,teamGeo,teamGeo,geo3,2106,0
710,"Materials Specialist: What do you think (7,11) and (10,30) ..??",teamConstr,teamConstr,con3,2106,0
711,"Sedimentologist: 15:48 Yo, @StructGeo - are y'all all in one room or are you all logging in from different locations? We were wondering.",teamGeo,teamGeo,geo3,2106,0
