Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block,input_ids,token_type_ids,attention_mask,logits,labels_h,labels
400,"Drilling Specialist: If possible, can the operations specialist, materials and mechanical engineer provide their data for the cell 10,25 to analyze costs?
",teamGeo,teamConstr,con2,1908,,"[array([  101, 15827,  8325,  1024,  2065,  2825,  1010,  2064,  1996,
         3136,  8325,  1010,  4475,  1998,  6228,  3992,  3073,  2037,
         2951,  2005,  1996,  3526,  2184,  1010,  2423,  2000, 17908,
         5366,  1029,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 0.05943657  0.17753051  0.03423427 -1.2441788   3.365746   -1.2218324
 -1.6779023 ]",question,4
401,"Hydrogeologist: If it doesn't work for you, we can work with (47,23) but it's not looking good for us
",teamConstr,teamGeo,geo1,1908,,"[array([  101, 18479,  3351,  8662,  1024,  2065,  2009,  2987,  1005,
         1056,  2147,  2005,  2017,  1010,  2057,  2064,  2147,  2007,
         1006,  4700,  1010,  2603,  1007,  2021,  2009,  1005,  1055,
         2025,  2559,  2204,  2005,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.6982417   1.7370927  -0.6378519  -1.1262985  -0.47747636 -2.22736
 -1.735303  ]",statement,0
402,Structural Geologist: The recharge into the UCA of those coordinates is very little. Do you think that plays a major factor into the decision?,teamConstr,teamGeo,geo2,1908,,"[array([  101,  8332, 21334,  1024,  1996, 28667,  8167,  3351,  2046,
         1996, 15384,  2050,  1997,  2216, 12093,  2003,  2200,  2210,
         1012,  2079,  2017,  2228,  2008,  3248,  1037,  2350,  5387,
         2046,  1996,  3247,  1029,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 0.25606847  0.39727044 -0.12385382 -1.3042183   3.3482976  -1.4191909
 -1.791602  ]",question,4
403,"Materials Specialist: OK. We will use 10, 25. That's fine with us.",teamGeo,teamConstr,con3,1908,,"[array([ 101, 4475, 8325, 1024, 7929, 1012, 2057, 2097, 2224, 2184, 1010,
        2423, 1012, 2008, 1005, 1055, 2986, 2007, 2149, 1012,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.7894268   1.4440347  -0.04679462 -0.8575995  -1.026652   -1.7533035
 -1.9410102 ]",statement,0
404,"Hydrogeologist: Our 6-person team is good with 10,25",teamConstr,teamGeo,geo1,1908,,"[array([  101, 18479,  3351,  8662,  1024,  2256,  1020,  1011,  2711,
         2136,  2003,  2204,  2007,  2184,  1010,  2423,   102,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2070017   1.6634815  -0.11761205 -1.0787171  -0.48356083 -1.9835411
 -1.9847374 ]",statement,0
405,Hydrogeologist: Let's go to signoff!,teamConstr,teamGeo,geo1,1908,,"[array([  101, 18479,  3351,  8662,  1024,  2292,  1005,  1055,  2175,
         2000,  3696,  7245,   999,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.8003497   1.4540156   1.2137761   0.09115919 -1.9100401  -2.040545
 -1.5634619 ]",statement,0
406,Structural Geologist: 15 minutes later,teamConstr,teamGeo,geo2,1908,,"[array([  101,  8332, 21334,  1024,  2321,  2781,  2101,   102,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0120053   1.3588243   0.34320766 -1.0376674  -0.04754971 -1.9373713
 -2.090223  ]",statement,0
407,Structural Geologist: 15 minutes left,teamvc,teamGeo,geo2,1908,,"[array([  101,  8332, 21334,  1024,  2321,  2781,  2187,   102,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2992706   1.2613603   0.40367058 -0.8159365  -0.6120413  -1.6086978
 -1.7429336 ]",statement,0
408,Structural Geologist: 15 minutes left,teamEng,teamGeo,geo2,1908,,"[array([  101,  8332, 21334,  1024,  2321,  2781,  2187,   102,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2992706   1.2613603   0.40367058 -0.8159365  -0.6120413  -1.6086978
 -1.7429336 ]",statement,0
409,Sedimentologist: Great. That works for us as well.,teamConstr,teamGeo,geo3,1908,,"[array([  101, 19671,  8662,  1024,  2307,  1012,  2008,  2573,  2005,
         2149,  2004,  2092,  1012,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.7872093   1.3783791   0.06022783 -0.8331937  -1.0507549  -1.7610449
 -1.9351419 ]",statement,0
410,Sedimentologist: We'll begin the sign off process.,teamConstr,teamGeo,geo3,1908,,"[array([  101, 19671,  8662,  1024,  2057,  1005,  2222,  4088,  1996,
         3696,  2125,  2832,  1012,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.6822681   1.4868133   0.13000077 -0.74823874 -1.2613736  -1.7911694
 -1.8177899 ]",statement,0
411,"Drilling Specialist: To move forward with 10,l25 I need the measure from the operations specialist, materials specialist and mechanical engineer for the cell 10,25 please
",teamGeo,teamConstr,con2,1908,,"[array([  101, 15827,  8325,  1024,  2000,  2693,  2830,  2007,  2184,
         1010,  1048, 17788,  1045,  2342,  1996,  5468,  2013,  1996,
         3136,  8325,  1010,  4475,  8325,  1998,  6228,  3992,  2005,
         1996,  3526,  2184,  1010,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.212081    1.7239517  -0.26764134 -1.1400329  -0.6512098  -2.1069272
 -1.8718386 ]",statement,0
412,"Materials Specialist: By the way, given that this is our last session working with you guys, we just wanted to say that it was great participating in this project with your team. We wish you guys all the best in the coming years and much success! Thanks for all your hard work and effort in Project Red!",teamGeo,teamConstr,con3,1908,,"[array([ 101, 4475, 8325, 1024, 2011, 1996, 2126, 1010, 2445, 2008, 2023,
        2003, 2256, 2197, 5219, 2551, 2007, 2017, 4364, 1010, 2057, 2074,
        2359, 2000, 2360, 2008, 2009, 2001, 2307, 8019, 1999,  102],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.021155    1.7387139  -0.26136068 -0.9251065  -0.80985314 -2.2818635
 -1.8905511 ]",statement,0
413,Hydrogeologist: Thank you so much! We wish you all the best as well!,teamConstr,teamGeo,geo1,1908,,"[array([  101, 18479,  3351,  8662,  1024,  4067,  2017,  2061,  2172,
          999,  2057,  4299,  2017,  2035,  1996,  2190,  2004,  2092,
          999,   102,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.3615186   1.6060544   0.36222568 -0.7741722  -0.7832007  -2.172457
 -2.123948  ]",statement,0
414,"hello, yes of course, speed - high, parts-specialized, servicing - low",con2,con1,con1,1908,,"[array([  101,  7592,  1010,  2748,  1997,  2607,  1010,  3177,  1011,
         2152,  1010,  3033,  1011,  7772,  1010, 26804,  1011,  2659,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.3607097   1.6999763   0.49964252 -0.6065004  -1.4371241  -1.959073
 -1.7780528 ]",statement,0
415,"Thank you!
",con1,con2,con2,1908,,"[array([ 101, 4067, 2017,  999,  102,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.762022    1.316459    1.5754029   0.05191984 -1.3882283  -2.1676188
 -1.8371234 ]",statement,0
416,"Can you ask the materials specialist to send me the measures for 10,25 please?
",con1,con2,con2,1908,,"[array([ 101, 2064, 2017, 3198, 1996, 4475, 8325, 2000, 4604, 2033, 1996,
        5761, 2005, 2184, 1010, 2423, 3531, 1029,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.15747814  0.31680328 -0.03241789 -1.2736633   3.4003828  -1.383806
 -1.7400653 ]",question,4
417,"Sedimentologist: You all as well!!
",teamConstr,teamGeo,geo3,1908,,"[array([  101, 19671,  8662,  1024,  2017,  2035,  2004,  2092,   999,
          999,   102,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2630591  1.668635   0.7810931 -0.4997057 -1.1724225 -2.1560838
 -1.931267 ]",statement,0
418,Sedimentologist: We are inputting coordinates right now. We'll let you know when they're in.,teamConstr,teamGeo,geo3,1908,,"[array([  101, 19671,  8662,  1024,  2057,  2024,  7953,  3436, 12093,
         2157,  2085,  1012,  2057,  1005,  2222,  2292,  2017,  2113,
         2043,  2027,  1005,  2128,  1999,  1012,   102,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.5181448   1.4737065  -0.03475637 -0.79890716 -1.1023281  -1.9848577
 -1.9523275 ]",statement,0
419,Sedimentologist: We should be good!,teamConstr,teamGeo,geo3,1908,,"[array([  101, 19671,  8662,  1024,  2057,  2323,  2022,  2204,   999,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.3387527   1.6623741   0.02189955 -1.0378397  -0.49937668 -2.1874177
 -2.1414142 ]",statement,0
420,"Fluid Engineer: Bye, guys!!!",teamConstr,teamEng,eng3,1908,,"[array([ 101, 8331, 3992, 1024, 9061, 1010, 4364,  999,  999,  999,  102,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.5741966   1.1335797   1.9356573   0.31598726 -1.6992586  -2.021361
 -1.6983434 ]",statement,0
421,"Materials Specialist: Hi, guys. We are trying to continue on with the Relay exercise. Are you there? Are you experiencing some technical issues on your end? We cannot continue without your participation. Thanks.",teamGeo,teamConstr,con3,1908,,"[array([  101,  4475,  8325,  1024,  7632,  1010,  4364,  1012,  2057,
         2024,  2667,  2000,  3613,  2006,  2007,  1996,  8846,  6912,
         1012,  2024,  2017,  2045,  1029,  2024,  2017, 13417,  2070,
         4087,  3314,  2006,  2115,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 0.34670725  0.47315207 -0.09166463 -1.2881589   3.3374345  -1.5098448
 -1.7878298 ]",question,4
422,Structural Geologist: We're logging in. It will be another few minutes.,teamConstr,teamGeo,geo2,1908,,"[array([  101,  8332, 21334,  1024,  2057,  1005,  2128, 15899,  1999,
         1012,  2009,  2097,  2022,  2178,  2261,  2781,  1012,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.6629126   1.4321547   0.13045222 -0.9216801  -0.8757111  -1.8214188
 -2.0018668 ]",statement,0
423,"Structural Geologist: we need to restart the session. Ithe session will cancel and restart in 2 minutes
",teamConstr,teamGeo,geo2,1908,,"[array([  101,  8332, 21334,  1024,  2057,  2342,  2000, 23818,  1996,
         5219,  1012,  2009,  5369,  5219,  2097, 17542,  1998, 23818,
         1999,  1016,  2781,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.5173705e+00  1.4148154e+00  1.2147552e-03 -1.0111341e+00
 -5.5656403e-01 -2.0015781e+00 -2.1768596e+00]",statement,0
424,Structural Geologist: ok it will work now,teamConstr,teamGeo,geo2,1908,,"[array([  101,  8332, 21334,  1024,  7929,  2009,  2097,  2147,  2085,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.6263578   1.546378   -0.31870747 -1.2340436   0.48428133 -2.2765825
 -2.210543  ]",statement,0
425,Materials Specialist: Thanks guys. We're on there. ,teamGeo,teamConstr,con3,1908,,"[array([ 101, 4475, 8325, 1024, 4283, 4364, 1012, 2057, 1005, 2128, 2006,
        2045, 1012,  102,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.7940173   1.5382338   0.09223182 -0.735559   -1.3054903  -1.7857769
 -1.8073698 ]",statement,0
0,Sedimentologist: Anybody home?\n,teamGeo,teamGeo,geo3,2101,0.0,"[array([  101, 19671,  8662,  1024, 10334,  2188,  1029,  1032,  1050,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.0688898   0.26754555  0.14403552 -1.1834935   3.4088628  -1.4022357
 -1.7474297 ]",question,4
