,speaker,content,block,session,labels,labels_h
1314,Alik," Yes, from a materials standpoint. The less materials you use, the cheaper everything will be.",4,2,0,question
1315,Dasha," Okay, then I’m changing //[UI]",4,2,0,question
1316,Zhenya, Swap it for polyethylene.,4,2,0,question
1317,Dasha, You think?,4,2,4,follow-me
1318,Alik, Strong pipes.,4,2,0,question
1319,Nastya to Alik, Did you enter something in your data there?,4,2,4,follow-me
1320,Alik," //Yes, I am now. And I did, actually.",4,2,0,question
1321,Nastya, What exactly?,4,2,4,follow-me
1322,Alik, I use the strongest materials.,4,2,0,question
1323,Nastya," You entered them, right? Should I see them?",4,2,4,follow-me
1324,Alik, //Mhm.,4,2,0,question
1325,Nastya, No.,4,2,0,question
1326,Alik," Well, I entered them and clicked so that everyone could view.",4,2,0,question
1327,Nastya, It’s not there. Do you see mine?,4,2,4,follow-me
1328,Alik, What do you have?,4,2,4,follow-me
1329,Nastya, Operation specialist.,4,2,0,question
1330,Alik," I know, but I don’t see anything from you. Nothing… See, it’s empty?",4,2,4,follow-me
1331,Nastya, Mhm…,4,2,1,statement
1332,Alik, //[UI],4,2,0,question
1333,Natasha, //[UI]… we’ll take a hundred watts.,4,2,0,question
1334,Nastya to Natasha, Are you writing with Leo there?,4,2,4,follow-me
1335,Natasha," Ah, yes, that’s me.",4,2,0,question
1336,Alik, Dasha changed everything three minutes ago.,4,2,0,question
1337,Nastya, Maybe you’re looking at him?,4,2,4,follow-me
1338,Alik," You, there… In forty-five minutes [SL] change of decision directives.",4,2,0,question
1339,Dasha, I didn’t change anything. I’m just entering.,4,2,0,question
1340,Alik," No, I’m not saying that. The system is counting it. You checked the box there…",4,2,0,question
1341,Nastya," //And that means “max possible population”? Ryan, what does it mean?",4,2,4,follow-me
1342,Ryan, It means how many people you could get water to. In that sense.,4,2,0,question
1343,Natasha, And these I guessed…,4,2,0,question
1344,Nastya, //She wrote “Hi” to me.,4,2,0,question
1345,Alik," Ah, here, I get it. This one…",4,2,0,question
1346,Nastya," Why [UI] if I chose it. Oh, it’s five minutes delayed. That’s why.",4,2,0,question
1347,Dasha, Why is no one answering me? I’m a bit…,4,2,4,follow-me
1348,Alik, Five minutes passed a long time ago.,4,2,0,question
1349,Dasha, //Yes. Not in the general chat… Are they sleeping? Maybe they [UI],4,2,0,question
1350,Ryan to Alik, You change it every time. Unless you are the materials specialist.,4,2,0,question
1351,Alik, I’m about to do it right now for the first time.,4,2,0,question
1352,Ryan, You are the materials specialist?,4,2,4,follow-me
1353,Alik, Me.,4,2,0,question
1354,Ryan, Yea. It keeps saying that you changed the drill and the filter. //[UI],4,2,0,question
1355,Alik, //Oh yeah.,4,2,0,question
1356,Nastya, Ok. I put my data and it //doesn’t show it.,4,2,0,question
1357,Alik, They didn’t think [SL] I need to register.,4,2,0,question
1358,Dasha, How many minutes ago did we start all this?,4,2,4,follow-me
1359,Zhenya to Dasha, //They won’t write you today.,4,2,0,question
1360,Natasha:,  //[UI] still not this…,4,2,0,question
1361,Dasha, Sixty.,4,2,0,question
1362,Zhenya, They aren’t writing me today.,4,2,0,question
1363,Dasha," Ah, it just came.",4,2,0,question
1364,Nastya," What did I do wrong? I entered my data, and nothing is changing.",4,2,4,follow-me
1365,Alik, …,4,2,0,question
1366,Nastya," It doesn’t show up here. I did the processing speed, //[UI[",4,2,0,question
1367,Dasha to Natasha, //[UI] you heard that [UI],4,2,0,question
1368,Natasha to Dasha," //Well, you just said it, right?",4,2,4,follow-me
1369,Alik to Nastya, I think you should go up over there.,4,2,0,question
1370,Nastya, Yes.,4,2,0,question
1371,Alik," Go up, more. There. Select yourself and check the box.",4,2,0,question
1372,Nastya," No, it’s sign off.",4,2,0,question
1373,Alik," Well, that’s right. Sign off:that’s your data. You’re saying, “I am ready to propose everything to you with these data.” I just did it myself…",4,2,0,question
1374,Natasha to Dasha, Did you get my message?,4,2,4,follow-me
1375,Dasha," Yes, I see it.",4,2,0,question
1376,Alik," Ryan, now do you see mine?",4,2,4,follow-me
1377,Ryan," Operations specialist [UI], Drilling specialist.",4,2,0,question
1378,Nastya, Sign off status:no. Should be decisions. Change the [SL] coordinate duty blah blah blah.,4,2,0,question
1379,Dasha to Natasha," He wrote to you again, right?",4,2,4,follow-me
1380,Natasha, I wrote… Or did I not write? Aluminum.,4,2,4,follow-me
1381,Dasha, Also?,4,2,4,follow-me
1382,Natasha, Yes.,4,2,0,question
1383,Nastya," So, tell me when you make changes.",4,2,0,question
1384,Dasha," We just enter in the graphs what can be selected, and it automatically changes above.",4,2,0,question
1385,Natasha, //It changes?,4,2,4,follow-me
1386,Nastya, //Mine doesn’t change.,4,2,0,question
1387,Dasha," Yes, these data change for me.",4,2,0,question
1388,Natasha to Dasha, But did yours change?,4,2,4,follow-me
1389,Dasha, I have forty-four there now. Where [SL] five restrictions. What do you have?,4,2,0,question
1390,Alik," Yes, but here someone is Mars meteorologist now…",4,2,0,question
1391,Natasha, //[UI],4,2,0,question
1392,Nastya to Alik," No, //[UI]",4,2,0,question
1393,Alik," Look here, the most important thing for me is how much this will all cost. Right now, it’s two hundred seventy-one, //right?",4,2,0,question
1394,Nastya, //[UI],4,2,0,question
1395,Alik," And if I change it here drill [UI], for example. I changed it, right? And it immediately gets cheaper: //one hundred eighty-one.",4,2,0,question
1396,Nastya, //Yes but look. I entered these data sixteen thirty-five. I entered them here. I entered everything correctly.,4,2,0,question
1397,Alik, Did you click the checkmark?,4,2,4,follow-me
1398,Nastya, Yes.,4,2,0,question
1399,Alik, I don’t even have a checkmark… //update…,4,2,0,question
1400,Ryan to Zhenya, Good?,4,2,4,follow-me
1401,Zhenya, Yes.,4,2,0,question
1402,Alik to Nastya, And what is this?,4,2,4,follow-me
1403,Nastya, That’s //[UI],4,2,0,question
1404,Alik," Maybe you shouldn’t work with that, but with this?",4,2,4,follow-me
1405,Nastya," Ho, this [UI], yes.",4,2,0,question
1406,Natasha," Dasha, we’re changing the input.",4,2,0,question
1407,Alik to Nastya," Well, change something right here. Change it and we’ll see what… any…",4,2,0,question
1408,Dasha to Natasha, She wrote to me there too. I’m looking now. But my //numbers aren’t changing.,4,2,0,question
1409,Alik to Nastya," Well, go up now.",4,2,0,question
1410,Alik to Nastya, There look:it became seventy-five.,4,2,0,question
1411,Nastya," No, it doesn’t appear here.",4,2,0,question
1412,Alik, But I don’t know if it appears for any of the others.,4,2,0,question
1413,Zhenya," Anastasia, does that bother you?",4,2,4,follow-me
1414,Nastya," Well, I think something is working for everyone…",4,2,0,question
1415,Zhenya, You look at me… It’s all working.,4,2,0,question
1416,Nastya, Okaay…,4,2,0,question
1417,Ryan, Who is the operation specialist?,4,2,4,follow-me
1418,Nastya, Me.,4,2,0,question
1419,Alik, Nastya.,4,2,0,question
1420,Nastya, [UI],4,2,0,question
1421,Ryan," I just saw you sign off, so congratulations.",4,2,0,question
1422,Nastya, He told me to do that.,4,2,0,question
1423,Ryan, Now you’re not.,4,2,0,question
1424,Zhenya to Alik, Are you chief of panicking?,4,2,4,follow-me
1425,Nastya to Ryan, Do I need to sign off?,4,2,4,follow-me
1426,Ryan," If you are ready to in your heart, then…",4,2,0,question
1427,Alik, //[UI],4,2,0,question
1428,Nastya, //In my heart… Nobody replied to me //so I signed off…,4,2,0,question
1429,Ryan," //Oh, you’re grieving…//Did you text back?",4,2,4,follow-me
1430,Natasha to Dasha," Our biomechanical engineer isn’t working, right?",4,2,4,follow-me
1431,Dasha," //Well, yes. I said he did a good job and now he’s not doing well at all.",4,2,0,question
1432,Natasha, //[UI],4,2,0,question
1433,Zhenya," We answer these questions, right?",4,2,4,follow-me
1434,Alik, Yes.,4,2,0,question
1435,Nastya, //[UI],4,2,0,question
1436,Dasha," //Twenty minutes has already passed, right? It went by tens…",4,2,4,follow-me
1437,Alik," They gave us ten minutes, yes. That’s the second one already, right? //So, soon…",4,2,0,question
1438,Ryan to Nastya, //[UI],4,2,0,question
1439,Zhenya, Thank God.,4,2,0,question
1440,Alik, And no one has written anything else in the chat?,4,2,4,follow-me
1441,Dasha," No, one person wrote to me…",4,2,0,question
1442,Alik," //Ah, he wrote?",4,2,4,follow-me
1443,Nastya, //Who?,4,2,4,follow-me
1444,Dasha to Nastya, Just a second. I think yours.,4,2,0,question
1445,Nastya, //[UI],4,2,0,question
1446,Alik, //Nastya’s boyfriend is writing to Dasha. That’s it.,4,2,0,question
1447,Nastya, He is like my brother so… ok. I approve. Dasha is good choice.,4,2,0,question
1448,Dasha," Yes, but he stopped responding. Apparently, he was mistaken…",4,2,0,question
1449,Natasha, He’s a slut…,4,2,0,question
1450,Ryan, Mars is already turning into reality TV show. //This is like the series: who is with whom.,4,2,0,question
1451,Alik, //[UI],4,2,0,question
1452,Ryan, [UI],4,2,0,question
1453,Dasha to Natasha," But we’re leaving aluminum, right?",4,2,4,follow-me
1454,Zhenya, We’re switching over to cast iron.,4,2,0,question
1455,Dasha to Natasha, We’re leaving aluminum?,4,2,4,follow-me
1456,Natasha, Yes.,4,2,0,question
1457,Alik, //That will be too heavy…,4,2,0,question
1458,Nastya, //How do you say “cast iron” in English?,4,2,4,follow-me
1459,Dasha, //We don’t change our data.,4,2,0,question
1460,Alik to Nastya," Cast iron, //cast iron. Belarusian…",4,2,0,question
1461,Natasha, //[UI],4,2,0,question
1462,Zhenya, Cast iron [diminutive form].,4,2,0,question
1463,Nastya, [UI],4,2,0,question
1464,Alik, [UI],4,2,0,question
1465,Natasha, And what do you have for output now?,4,2,4,follow-me
1466,Nastya, We won the war with cast iron.,4,2,0,question
1467,Dasha, Maybe she’s just sick and stayed home?,4,2,4,follow-me
1468,Natasha," Please confirm that the crew [UI]. Well, come on.",4,2,0,question
1469,Alik," Ryan, //]UI]",4,2,0,question
1470,Ryan, //[UI],4,2,0,question
1471,Dasha to Natasha," //Did he write to you first? //Water statics, right?",4,2,4,follow-me
1472,Natasha to Dasha, //Yes. //Is that you?,4,2,4,follow-me
1473,Ryan to Alik, //Hydrogeologist…,4,2,0,question
1474,Dasha to Natasha, //That’s hydrogeologist.,4,2,0,question
1475,Alik to Ryan," //It’s Dasha, right, no?",4,2,4,follow-me
1476,Ryan," No, she is //[UI]",4,2,0,question
1477,Dasha, //[UI],4,2,0,question
1478,Alik," Ah, you [UI]? And that’s hydrogeologist?",4,2,0,question
1479,Dasha, Hydrogeologist is the one //not writing.,4,2,0,question
1480,Alik, //Not for us.,4,2,0,question
1481,Dasha, Yes. He’s not responding.,4,2,0,question
1482,Nastya," Basically, it doesn’t display for us. That’s here, right? [UI]",4,2,0,question
1483,Ryan, //[UI],4,2,0,question
1484,Alik, //[UI] so not ...,4,2,0,question
1485,Dasha, I think there were some numbers before that they wrote you…,4,2,0,question
1486,Nastya, //But where?,4,2,4,follow-me
1487,Alik," Ah, they’re asking me to remove…",4,2,0,question
1488,Ryan, You’ve made your selections and then signed off.,4,2,0,question
1489,Natasha, //I didn’t write anything…,4,2,0,question
1490,Dasha, I also didn’t write anything.,4,2,0,question
1491,Alik," //Oh, fine. I’ll go away.",4,2,0,question
1492,Nastya, Go away?,4,2,4,follow-me
1493,Alik," No, she is telling me: “Please remove your checkmark.”",4,2,0,question
1494,Dasha, Why did you leave a checkmark? You can see the others //didn’t.,4,2,4,follow-me
1495,Alik," //I was ready, and she isn’t ready yet and didn’t put any checkmarks…",4,2,0,question
1496,Zhenya, She’s slow. [UI],4,2,0,question
1497,Nastya, //[UI],4,2,0,question
1498,Alik to Nastya," See, she… //The others there can’t…",4,2,0,question
1499,Dasha," //There, I think… Yes, no one can. Not just her.",4,2,0,question
1500,Alik, Ok.,4,2,0,question
1501,Zhenya, //[UI],4,2,0,question
1502,Dasha, //What’s that?,4,2,4,follow-me
1503,Ryan, They probably read them like…,4,2,0,question
1504,Alik, But who is mechanical engineer?,4,2,4,follow-me
1505,Natasha, Me.,4,2,0,question
1506,Dasha to Natasha," Ah, you?",4,2,4,follow-me
1507,Natasha, Yes.,4,2,0,question
1508,Dasha," //Ah, we have biomechanical.",4,2,0,question
1509,Alik to Natasha, //But what did you do?,4,2,4,follow-me
1510,Natasha, I didn’t do anything… //[UI],4,2,0,question
1511,Ryan, We should //[SL] reject this…,4,2,0,question
1512,Alik, //She started everything over again…,4,2,0,question
1513,Nastya, //She is entering some kind of…,4,2,0,question
1514,Natasha, Yes. But what happened? I [UI]?,4,2,0,question
1515,Zhenya, Everything is gone.,4,2,0,question
1516,Ryan," Alik, you just choose your selections and then hit the checkmark?",4,2,4,follow-me
1517,Alik, Yeah.,4,2,2,declarative question
1518,Zhenya, //What do we do? //Click OK?,4,2,4,follow-me
1519,Natasha, //[UI],4,2,0,question
1520,Ryan, How many do you have? How many do you have?,4,2,4,follow-me
1521,Alik, //I selected everything.,4,2,0,question
1522,Ryan, //I have one box that I did.,4,2,0,question
1523,Natasha and Nastya, //[UI],4,2,0,question
1524,Natasha," I don’t understand, are you excluding me from the team?",4,2,4,follow-me
1525,Dasha, No.,4,2,0,question
1526,Alik," No, we were told there, //that you were responsible for everything from the beginning.",4,2,0,question
1527,Ryan to Zhenya, //Chose…,4,2,0,question
1528,Natasha, Yeah?,4,2,4,follow-me
1529,Dasha, What do we start first?,4,2,4,follow-me
1530,Alik to Dasha, Reset: //you need to reload this…,4,2,0,question
1531,Dasha," I understand, but technically, how do I?",4,2,4,follow-me
1532,Nastya," Why is this, shoot…",4,2,0,question
1533,Natasha," But I can I enter something here on mine, for example? No, I can’t.",4,2,4,follow-me
1534,Dasha to Natasha, //Why can’t you?,4,2,4,follow-me
1535,Alik, //Maintenance…,4,2,0,question
1536,Natasha," //Ah, no, I can.",4,2,0,question
1537,Alik, //[UI],4,2,0,question
1538,Dasha, //You can. You should enter [UI] and sixty.,4,2,0,question
1539,Natasha, In Sign off…,4,2,0,question
1540,Alik," Sign off, yes.",4,2,0,question
1541,Natasha, Sing [sic] off.,4,2,0,question
1542,Dasha, I don’t know what this Sign off is.,4,2,0,question
1543,Natasha to Dasha," The Sign off tab. Not [UI], but in Sign off.",4,2,0,question
1544,Nastya, Can you see why //[UI],4,2,0,question
1545,Dasha," Ah, everything should be automatically entered.",4,2,0,question
1546,Natasha," //No, not automatically.",4,2,0,question
1547,Nastya, //[UI],4,2,0,question
1548,Ryan, It’s service [UI],4,2,0,question
1549,Zhenya, //[UI],4,2,0,question
1550,Dasha," //No, there, probably, if we confirm the data with our checkmark…",4,2,0,question
1551,Nastya to Ryan, //That’s what I was asking.,4,2,0,question
1552,Natasha to Dasha," //Ah, I confirmed it.",4,2,0,question
1553,Dasha to Natasha," Not me, wait. I’m waiting for our girl to respond.",4,2,0,question
1554,Nastya to Ryan, So you put all the decisions actually here. //Not on the right…,4,2,0,question
