,sender,recipient,content,block,session,labels,labels_h
857,teamGeo,teamGeo,"Sedimentologist: Yo, I don't think we have that ability. I think it's only you.",2,6,0,statement
858,teamGeo,teamGeo,Sedimentologist: We've never been able to alter the Map Cell section.,2,6,0,statement
859,teamGeo,teamGeo,Sedimentologist: Highly elite.\n,2,6,0,statement
860,con1,geo3,someone on the geology team i think?,2,6,4,question
861,con2,geo3,"You have to drag whatever calculation you have for 13,38 from the calculations section onto signoff",2,6,0,statement
862,teamGeo,teamGeo,"Sedimentologist: Ok, uno momento\n",2,6,0,statement
863,teamGeo,teamGeo,Sedimentologist: You are an absolute KING,2,6,0,statement
864,teamGeo,teamGeo,Sedimentologist: LETSGOOOOOO\n,2,6,0,statement
865,geo3,con1,LETSGOOOOOOOO,2,6,0,statement
866,geo3,con2,LETSGOOOOOO,2,6,0,statement
867,teamGeo,teamGeo,Sedimentologist: Y'all did a great job today! Please pass on our thanks to your team. Y'all are really amazing and doing great work! Thank you for working with us!,2,6,0,statement
868,geo3,con1,Y'all did a great job today! Thank you for working with us! Please pass on our thanks to the earthside team!,2,6,0,statement
869,geo3,con2,Y'all did a great job today! Thank you! Looking forward to hearing about how y'all work with a real Mars team drilling for water in about 10-15 years!,2,6,0,statement
870,geo3,con1,Where the maintenance peeps at?,2,6,4,question
871,teamGeo,teamGeo,Sedimentologist: Where maintenance at tho?,2,6,4,question
872,teamvc,teamvc,Martian Meteorology Specialist: @maintenance specialist - we are waiting for you to sign off :)\n,2,6,0,statement
873,con3,vc3,We are waiting for you .. can you signoff ?,2,6,4,question
874,teamvc,teamvc,Martian Terrain Specialist: Awesome! Looks like we're moving on to the relay task.,2,6,0,statement
875,teamGeo,teamGeo,Structural Geologist: we currently aren't able to get the maintenance specialist to signoff on their numbers so we are screenshotting the data right now so that they can be input later manually by someone else. Soooo we are moving onto the relay messaging project now!,2,6,0,statement
876,teamConstr,teamGeo,Drilling Specialist: We are just going to move on to the survey since signoff can't be completed,2,6,0,statement
877,teamGeo,teamGeo,"Sedimentologist: Awesome, we'll see y'all there! Thanks for the heads up!",2,6,0,statement
878,teamGeo,teamGeo,Sedimentologist: Everyone here is doing our survey and then moving on!,2,6,0,statement
879,teamGeo,teamConstr,Sedimentologist: Holla! And thank you! We are moving on too!,2,6,0,statement
880,teamGeo,teamGeo,Sedimentologist: 15:24 Mic Check we out here.,0,7,0,statement
881,geo3,con1,"15:25 Mic check - we are here LIVE in Moscow, Russia from the NEK facility. What is going on Operations Spesh?",0,7,4,question
882,geo3,con2,15:26 Comms check - what's up Big Drill?,0,7,4,question
883,eng1,eng2,"Hi, we started",0,7,0,statement
884,eng1,eng3,"Hi, we started",0,7,0,statement
885,teamEng,teamEng,"Biochemical Engineer: Hi, we started",0,7,0,statement
886,teamvc,teamvc,Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ,0,7,0,statement
887,teamvc,teamConstr,Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ,0,7,0,statement
888,teamvc,teamEng,Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ,0,7,0,statement
889,teamvc,teamGeo,Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ,0,7,0,statement
890,teamGeo,teamGeo,"Sedimentologist: (29, 33) - OK, 292825.41 Available, ?108,345.4017? after loss",0,7,4,question
891,geo3,con1,"(29, 33) - OK, 292825.41 Available, ?108,345.4017? after loss",0,7,4,question
892,teamGeo,teamGeo,Structural Geologist: Hello\n,0,7,0,statement
893,teamvc,teamGeo,Martian Terrain Specialist: Hi! We're almost ready to go over here as well just give as a few minutes :)\n,0,7,0,statement
894,geo3,con1,"(28, 29) - (+++--) - OK, 247440.01 Available, ?79,180.8032?",0,7,4,question
895,teamvc,teamvc,"Maintenance Specialist: Awesome, we are ready to go as well! 6:34 AM CST.\n",0,7,0,statement
896,geo3,con1,Plusses and minuses in the parens are the amount of our members here that have approved or denied it.,0,7,0,statement
897,teamGeo,teamGeo,"Sedimentologist: (28, 29) - (+++--) - OK, 247440.01 Available, ?79,180.8032?",0,7,0,statement
898,teamConstr,teamConstr,Materials Specialist: Hello everyone,0,7,0,statement
899,eng1,eng2,"29,33",0,7,0,statement
900,teamGeo,teamGeo,Sedimentologist: Plusses and minuses in parens are the amount of members of our team that have approved the point,0,7,0,statement
901,eng1,eng3,"29,33",0,7,0,statement
902,teamEng,teamEng,"Biochemical Engineer: 29,33",0,7,0,statement
903,teamConstr,teamConstr,"Materials Specialist: We are looking (28,29) .. what do you think?",0,7,4,question
904,teamGeo,teamGeo,Structural Geologist: what about 23;36 it has more recharge rate?,0,7,4,question
905,teamvc,teamvc,"Martian Meteorology Specialist: If you are reading this already, we are discussing points (29,33) and (28,29).  Point (29,33) seems to work for almost all of us here, but the Materials Specialist says it's too deep.  Some of us like (28,29), but the biochemical engineer and hydrogeologist says it'll be difficult to clean/filter. ",0,7,0,statement
906,teamConstr,teamvc,"Operations Specialist: We are good to go! Checking out 29, 33 currently",0,7,0,statement
907,teamvc,teamEng,"Martian Meteorology Specialist: If you are reading this already, we are discussing points (29,33) and (28,29).  Point (29,33) seems to work for almost all of us here, but the Materials Specialist says it's too deep.  Some of us like (28,29), but the biochemical engineer and hydrogeologist says it'll be difficult to clean/filter. ",0,7,0,statement
908,teamvc,teamGeo,"Martian Meteorology Specialist: If you are reading this already, we are discussing points (29,33) and (28,29).  Point (29,33) seems to work for almost all of us here, but the Materials Specialist says it's too deep.  Some of us like (28,29), but the biochemical engineer and hydrogeologist says it'll be difficult to clean/filter. ",0,7,0,statement
909,teamEng,teamvc,"Mechanical Engineer: Hello! We have recieved the point 29,33 from the sedimentologist and are starting as well\n",0,7,0,statement
910,eng3,eng1,"Hello, we are starting now as well",0,7,0,statement
911,teamEng,teamEng,"Mechanical Engineer: Hello! We have received 29,33 from the sedimentologist and are starting as well\n",0,7,0,statement
912,eng2,eng1,Received!\n,0,7,0,statement
913,con1,geo3,"6:38 AM local time Chicago I'm reading you loud and clear, currently getting a read on how we're feeling that point",0,7,0,statement
914,teamGeo,teamGeo,"Sedimentologist: (21, 20) - (+++++) - OK 200841.43 Available, ?88,370.2292? after loss",0,7,0,statement
915,teamGeo,teamGeo,"Sedimentologist: We'll check out 23, 36!\n",0,7,0,statement
916,teamConstr,teamConstr,"Materials Specialist: and the team here agreed on (21,20)",0,7,0,statement
917,teamvc,teamvc,"Martian Meteorology Specialist: We are also liking (21, 20).  That would increase our human factors costs a little, but I'm happy to take a slight hit if that means that the majority of us are in agreement. ",0,7,0,statement
918,teamvc,teamConstr,"Martian Meteorology Specialist: We are also liking (21, 20).  That would increase our human factors costs a little, but I'm happy to take a slight hit if that means that the majority of us are in agreement. ",0,7,0,statement
919,teamvc,teamGeo,"Martian Meteorology Specialist: We are also liking (21, 20).  That would increase our human factors costs a little, but I'm happy to take a slight hit if that means that the majority of us are in agreement. ",0,7,0,statement
920,teamGeo,teamGeo,"Sedimentologist: There is very, very little water there 29,187 at 23, 36",0,7,0,statement
921,teamvc,teamEng,"Maintenance Specialist: 28, 29 Does not reasonably work for pricing for matienence specialist, can we continue to try other points for now?\n",0,7,4,question
922,teamEng,teamvc,"Mechanical Engineer: Yes we can. 28,29 is also not reasonably work for me either.\n",0,7,0,statement
923,geo3,con1,Litty,0,7,0,statement
924,teamGeo,teamGeo,Structural Geologist: what about 29 32,0,7,0,statement
925,geo3,con1,"Our best bet right now from our end is 21, 20",0,7,0,statement
926,geo3,con1,"(21, 20) - (+++++) - OK 200841.43 Available, ?88,370.2292? after loss",0,7,0,statement
927,teamGeo,teamGeo,"Sedimentologist: 21, 20 is our best bet from our end",0,7,0,statement
928,teamEng,teamvc,"Mechanical Engineer: Our terrain specialist suggested 21,20\n",0,7,0,statement
929,teamConstr,teamConstr,"Materials Specialist: (21,20) is the best for all of us here",0,7,0,statement
930,teamConstr,teamvc,Operations Specialist: Taking a look now,0,7,0,statement
931,teamGeo,teamGeo,"Sedimentologist: (01, 06) - (++++-) - 173790.94 Available, ?78,205.923? after loss",0,7,0,statement
932,teamGeo,teamGeo,"Sedimentologist: 01, 06 seems like a solid second for us",0,7,0,statement
933,teamvc,teamvc,"Martian Meteorology Specialist: (21,20) so far is the best on our end.  How does that look for you?  Another option we've looked at is (1,6).  Do you like those at all? Any other options on your end?\n",0,7,4,question
934,teamGeo,teamGeo,Sedimentologist: We'll check it out!,0,7,0,statement
935,teamConstr,teamConstr,"Drilling Specialist: 21,20 power auger ",0,7,0,statement
936,teamvc,teamvc,Martian Terrain Specialist: Just letting you know that we do not need to sign off yet! 6:48 AM CST,0,7,0,statement
937,teamGeo,teamGeo,"Sedimentologist: 29, 32 looks really good from our end!",0,7,0,statement
938,teamGeo,teamGeo,"Sedimentologist: (29, 32) - (+++++) - 306661.37 Available, ?104,264.8658? after loss",0,7,0,statement
939,geo3,con1,"(29, 32) - (+++++) - 306661.37 Available, ?104,264.8658? after loss",0,7,0,statement
940,geo3,con1,"29, 32 looks really good from our end!\n",0,7,0,statement
941,con1,geo3,"21, 20 is looking pretty bad according to our maintenance specialist",0,7,0,statement
942,teamEng,teamvc,"Mechanical Engineer: Our NASA coordinator said that she was making the sign-off available now, but we do not have to sign-off yet.\n",0,7,0,statement
943,teamvc,teamvc,"Martian Terrain Specialist: 21, 20 is not looking great for our maintenance specialist. We're looking at 1,6 now.",0,7,0,statement
944,teamvc,teamvc,"Martian Meteorology Specialist: (29,32) which was suggested by the structural geologist to us look decent for us. ",0,7,0,statement
945,teamvc,teamConstr,"Martian Meteorology Specialist: (29,32) which was suggested by the structural geologist to us look decent for us. ",0,7,0,statement
946,teamConstr,teamvc,"Materials Specialist: (21,20) is the best point for all of us here",0,7,0,statement
947,teamvc,teamvc,"Martian Terrain Specialist: We seem to like 41, 11",0,7,0,statement
948,teamConstr,teamConstr,"Drilling Specialist: try 41,11",0,7,0,statement
949,teamvc,teamvc,Martian Meteorology Specialist: Copy that about the sign off. Thanks!  So what are you all thinking? ,0,7,4,question
950,teamConstr,teamConstr,"Drilling Specialist: 41,11 vehicle drill",0,7,0,statement
951,con1,geo3,"41, 11 we're all agreed it works for us",0,7,0,statement
952,teamConstr,teamvc,"Drilling Specialist: 41,11 is looking good for us",0,7,0,statement
953,teamvc,teamEng,Martian Meteorology Specialist: Copy that!  How are any of the suggested points looking for you all? Any other points you'd like us to discuss over here? ,0,7,4,question
954,con1,con3,"for us it's 41, 11",0,7,0,statement
955,geo3,con1,"We'll literally pop off RIGHT NOW on 29, 32 if y'all are about that life.",0,7,0,statement
956,con1,con3,"21, 20 really does not work for our maintenance specialist",0,7,0,statement
957,teamGeo,teamGeo,"Sedimentologist: 29, 32 is real talk if y'all want that good good",0,7,0,statement
958,teamvc,teamvc,"Maintenance Specialist: 41, 11 is cleared for all of us\n",0,7,0,statement
959,teamvc,teamvc,"Martian Meteorology Specialist: We're getting a strong \""no\"" over here for (41,11) because no water, too deep, also human factors costs would be pretty high.",0,7,0,statement
960,teamConstr,teamConstr,"Materials Specialist: (41,11) there is no water there ",0,7,0,statement
961,geo3,con1,"Dang, there's no water at 41, 11",0,7,0,statement
962,teamGeo,teamGeo,"Sedimentologist: No water at 41, 11. Sadly.",0,7,0,statement
963,con1,geo3,that's a no-go for us champ :(,0,7,0,statement
964,teamvc,teamEng,"Martian Terrain Specialist: So far I don't think any of the points have worked for our mechanical engineer and maintenance specialist. We thought 41, 11 was good but just found out it has no water :(",0,7,0,statement
965,con3,con1,"(29,32) it works for all of us here",0,7,0,statement
966,teamvc,teamConstr,"Martian Meteorology Specialist: (41,11) is too deep (materials specialist), no water (sedimentologist). ",0,7,0,statement
967,con1,geo3,yeah... we're gonna look somewhere around there and see if we find a more suitable area,0,7,0,statement
968,teamvc,teamEng,"Martian Meteorology Specialist: (41,11) is too deep (materials specialist), no water (sedimentologist). ",0,7,0,statement
969,teamConstr,teamConstr,"Drilling Specialist: try 40,3 vehicle drill\n",0,7,0,statement
970,teamvc,teamvc,"Martian Terrain Specialist: Currently looking at 40, 3",0,7,0,statement
971,teamEng,teamvc,"Mechanical Engineer: 21,20 was bad for the maintenance specialist but good for me. So far my personal best points are 29,33 21,20 and 41,11\n",0,7,0,statement
972,teamConstr,teamvc,"Materials Specialist: (29,32) is another option which works for all of us",0,7,0,statement
973,teamConstr,teamConstr,"Materials Specialist: check (29,32) is the best option so far",0,7,0,statement
974,teamvc,teamvc,"Martian Terrain Specialist: scratch that 40, 3 is also not good for our structural geologist",0,7,0,statement
975,geo3,con1,"Ok, cool. let me send you what we've got rn",0,7,0,statement
976,geo3,con1,"(38, 22) - (+++--) - OK, 289198.91 Available, 124355.5313 after loss",0,7,0,statement
977,geo3,con1,These are only the ones that work more or less for us,0,7,0,statement
978,teamEng,teamvc,"Mechanical Engineer: 44,20 and 11,30 are suggested points\n",0,7,0,statement
979,teamConstr,teamConstr,"Drilling Specialist: 11,30 manual auger\n",0,7,0,statement
980,teamvc,teamvc,"Martian Meteorology Specialist: Ok copy that. (40,3) has water, but there is basically 100% water loss there according to our sedimentologist.\n",0,7,0,statement
981,geo3,con1,"(18, 30) - (+++--) - OK, 304418.56 available, ?118,723.2384? after loss",0,7,0,statement
982,geo3,con1,"(01, 06) - (++++-) - OK, 173790.94 Available, ?78,205.923? after loss",0,7,4,question
983,geo3,con1,"(29, 33) - (+++--) - OK, 292825.41 Available, ?108,345.4017? after loss",0,7,0,statement
984,teamConstr,teamConstr,"Materials Specialist: Drilling: check this point (29,32)",0,7,0,statement
985,teamEng,teamvc,"Mechanical Engineer: Not sure if this has been conveyed yet but we also are looking at 11,30 and 38,22. 11,30 was good for everyone on this side except for the maintenance specialist but they are willing to go with it because the cost has been so high for everything this entire session\nwe are testing with 38,22 right now\n",0,7,0,statement
986,teamConstr,teamConstr,"Drilling Specialist: 38,22 manual auger\n",0,7,0,statement
987,teamGeo,teamGeo,"Sedimentologist: (29, 33) - (+++--) - OK, 292825.41 Available, ?108,345.4017? after loss",0,7,0,statement
